SKU$ean$Nombre$description$marca$precio$precio_unidad
33441$2528594000001$Abastero vacuno Nacional al vacío 2.1 Kg$Abastero vacuno Nacional al vacío 2.1 Kg$Nacional$29397.984000000004$"$13.999 x Kg"
13688$29400$Posta paleta vacuno al vacío 1.8 Kg$Posta paleta vacuno al vacío 1.8 Kg$Importado$14397.984$"$7.999 x Kg"
12055$7809611713377$Posta rosada Super Cerdo al vacío 900 g$Posta rosada Super Cerdo, al vacío 900 g$Super Cerdo$4490$"$4.989 x Kg"
11377$7809611714701$Filetitos de pollo Super Pollo 830 g$Filetitos de pollo Super Pollo, 830 g. Producto sin gluten certificado por fundación convivir.$Super Pollo$5690$"$6.855 x Kg"
3308$7809611713827$Bistec de pechuga de pavo Sopraval 450 g$La pechuga de pavo es cortada en delgados bistec, entregando un producto de alta calidad y fácil manejo en la cocina. Producto práctico, sabroso y de una textura firme que permite darle a tu familia una buena fuente de proteínas sanas y bajo en grasas. Producto sin gluten certificado por fundación convivir.$Sopraval$4199$"$9.331 x Kg"
1506$94549$Sobrecostilla vacuno Argentina al vacío 1.8 Kg$Sobrecostilla vacuno Argentina al vacío 1.8 Kg$ARGENTINA$16197.983999999999$"$8.999 x Kg"
1503$94517$Posta rosada vacuno Argentina al vacío 1.7 Kg$Posta rosada vacuno Argentina al vacío 1.7 Kg$ARGENTINA$13583$"$7.990 x Kg"
1498$7809611709523$Plateada de cerdo Super cerdo a la chilena 1 Kg$Plateada de cerdo Super cerdo a la chilena, 1 Kg$Super Cerdo$8799$"$8.799 x Kg"
1252$7809611712578$Plateada de lomo Super Cerdo 1 Kg$Plateada de lomo Super Cerdo, 1 Kg$Super Cerdo$10399$"$10.399 x Kg"
1126$7809611706508$Entraña de cerdo Super Cerdo 800 g$Entraña de cerdo Super Cerdo. Sin duda es espectacular para la parrilla. Las entrañas tienen una delgada capa de grasa que debes retirarles al momento de asarlas a la parrilla para que no se enrollen. Solo agrega sal y listo a disfrutarlas.$Super Cerdo$9399$"$11.749 x Kg"
693$7809611700735$Pulpa pierna de cerdo Super Cerdo 900 g$Corte proveniente de la parte trasera del animal, sin huesos y sin cuero. Se recomienda su uso para la parrilla, al horno, al sartén, a la cacerola, estofado y escalopa.$Super Cerdo$4390$"$4.878 x Kg"
691$7809611701084$Costillitas de cerdo Super Cerdo a la chilena 700 g$Ideal para la parrilla y cocktail.$Super Cerdo$6899$"$9.856 x Kg"
675$7809611713865$Carne Molida Pavo Pechuga Sopraval 470 G$Carne molida de pechuga de pavo 2% grasa, 470 g. Producto sin gluten certificado por fundación convivir.$Sopraval$5099$"$10.849 x Kg"
674$7809611713735$Carne molida pavo trutro Sopraval 470 g$Carne molida pavo trutro Sopraval, 470 g. Producto sin gluten certificado por fundación convivir.$Sopraval$4099$"$8.721 x Kg"
80304$7804634480039$Pulpa pierna de cerdo Cook and Fun criolla al vacío 500 g$Pulpa pierna de cerdo Cook and Fun criolla al vacío 500 g$COOK AND FUN$2999$"$5.998 x Kg"
80259$7804634480022$Pulpa pierna de cerdo Cook and Fun natural al vacío 500 g$Pulpa pierna de cerdo Cook and Fun natural al vacío 500 g$COOK AND FUN$2999$"$5.998 x Kg"
78596$99178$Posta rosada vacuno angus Friboi Black al vacío 2.0 Kg$Posta rosada vacuno angus Friboi Black al vacío 2.0 Kg$FRIBOI BLACK$17580$"$8.790 x Kg"
78584$99165$Posta paleta vacuno Friboi Black al vacío 1.8 Kg$Posta paleta vacuno Friboi Black al vacío 1.8 Kg$FRIBOI BLACK$14382$"$7.990 x Kg"
78223$7809611719010$Albóndigas Sopraval congeladas 300 g$Albóndigas Sopraval congeladas 300 g$Sopraval$1999$"$6.663 x Kg"
78201$7809611719126$Bistec de trutro de pavo Sopraval deshuesado sin piel bolsa 600 g$Bistec de trutro de pavo Sopraval deshuesado sin piel bolsa 600 g$Sopraval$3799$"$6.332 x Kg"
76730$7804649680615$Filete de tilapia Happy Frish fresco al vacío 380 g$Filete de tilapia Happy Frish fresco al vacío 380 g$HAPPY FISH$4399$"$11.576 x Kg"
76607$96266$Asado de tira vacuno Swift Beef al vacío 1.5 Kg$Asado de tira vacuno Swift Beef al vacío 1.5 Kg$SWIFT BEEF$21598.995$"$14.399 x Kg"
76606$96268$Asado de tira vacuno Swift Beef banderita 2.6 Kg$Asado de tira vacuno Swift Beef banderita 2.6 Kg$SWIFT BEEF$43156.984000000004$"$16.599 x Kg"
75325$7809611718648$Pavo Sopraval en cubitos 500 g$Pavo Sopraval en cubitos, 500 g$Sopraval$3999$"$7.998 x Kg"
70722$2524507000007$Plateada vacuno Wagyu Beef al vacío 1.8 Kg$Plateada vacuno Wagyu Beef al vacío 1.8 Kg$WAGYU BEEF$23217.984$"$12.899 x Kg"
69922$7894904079414$Alitas de pollo Fundo Río Alegre congelada bolsa 1 Kg$Alitas de pollo Fundo Río Alegre congelada, bolsa 1 Kg$Fundo Rio Alegre$3499$"$3.499 x Kg"
64239$48$Trutro largo de pollo Fundo Río Alegre congelado 800 g$Trutro largo de pollo Fundo Río Alegre congelado, 800 g$Fundo Rio Alegre$2790$"$3.488 x Kg"
56825$90152$Lomo liso vacuno Azul Natural Beef premium al vacío 2.8 Kg$Lomo liso vacuno Azul Natural Beef premium al vacío 2.8 Kg$AZUL NATURAL BEEF$37772$"$13.490 x Kg"
38632$2050001133151$Punta de ganso vacuno Argentino categoría V al vacío 1.8 Kg$Punta de ganso vacuno Argentino categoría V al vacío 1.8 Kg$ARGENTINA$21597.984$"$11.999 x Kg"
35632$7809611707338$Contres Super Pollo bandeja 600 g$Contres Super Pollo, bandeja 600 g. Producto sin gluten certificado por fundación convivir.$Super Pollo$1799$"$2.998 x Kg"
13685$2050000221217$Tapapecho vacuno Nacional al vacío 2.1 Kg$Tapapecho vacuno Nacional al vacío 2.1 Kg$Nacional$17637.984000000004$"$8.399 x Kg"
12048$7809611703743$Lomo Vetado Congelado Vacio Super Cerdo 600Gr$Lomo Vetado Cong Vacio Super Cerd 600Gr$Super Cerdo$4999$"$8.332 x Kg"
12031$7809611714633$Albóndigas de pavo Sopraval 420 g$Albóndigas de pavo Sopraval, 420 g. Producto sin gluten certificado por fundación convivir.$Sopraval$3199$"$7.617 x Kg"
1521$2050001133038$Pollo ganso vacuno Argentino al vacío 2.5 Kg$Pollo ganso vacuno Argentino al vacío 2.5 Kg$ARGENTINA$22475$"$8.990 x Kg"
1519$2594464000006$Plateada vacuno Argentina al vacío 2.0 Kg$Plateada vacuno Argentina al vacío 2.0 Kg$ARGENTINA$17998$"$8.999 x Kg"
1513$2050001132918$Ganso vacuno Argentina al vacío 2.1 Kg$Ganso vacuno Argentina al vacío 2.1 Kg$ARGENTINA$18897.984000000004$"$8.999 x Kg"
1510$2050001132857$Choclillo vacuno Argentina al vacío 1.7 Kg$Choclillo vacuno Argentina al vacío 1.7 Kg$ARGENTINA$14957.993999999999$"$8.799 x Kg"
1500$7809611709806$Tuto de pollo largo Super Pollo congelado 800 g$Trutro largo de pollo con piel marinado individualmente congelado, 800 g. Producto sin gluten certificado por fundación convivir.$Super Pollo$3690$"$4.613 x Kg"
357$2586002000005$Pollo entero Super Pollo con menudencias 3 Kg$Pollo entero Super Pollo con menudencias 3 Kg$Super Pollo$9897$"$3.299 x Kg"
215$2529398000006$Posta negra vacuno al vacío 2.4 Kg$Posta negra vacuno al vacío 2.4 Kg$Importado$20877.984$"$8.699 x Kg"
79393$2599707000003$Entrecot de cordero Patagonia congelado Kg$Entrecot de cordero Patagonia congelado Kg$Patagonia$9990$"$9.990 x Kg"
78587$99168$Tapabarriga vacuno angus Friboi Black al vacío 1.7 Kg$Tapabarriga vacuno angus Friboi Black al vacío 1.7 Kg$FRIBOI BLACK$16983$"$9.990 x Kg"
74933$2594567000002$Punta ganso vacuno Azul Natural Beef premium al vacío 1.9 Kg$Punta ganso vacuno Azul Natural Beef premium al vacío 1.9 Kg$AZUL NATURAL BEEF$28307.986$"$14.899 x Kg"
73204$7809611718495$Filetitos de pechuga de pollo Super Pollo deshuesado al natural 700 g$Filetitos de pechuga de pollo sin piel, sin marinar Super Pollo deshuesado al natural, 700 g. Producto congelado$Super Pollo$6199$"$8.856 x Kg"
37138$7808749501184$Filetes de pechuga de pavo Ariztía congelado 700 g$Filetes de pechuga de pavo Ariztía congelado, 700 g$Ariztia$5599$"$7.999 x Kg"
35717$94565$Entraña vacuno Americana al vacío 1.3 Kg$Entraña vacuno Americana al vacío 1.3 Kg$AMERICANA$32368.999$"$24.899 x Kg"
14170$7804115001104$Bistec pechuga de pavo Ariztía bandeja 450 g$Bistec pechuga de pavo Ariztía, bandeja 450 g$Ariztia$4199$"$9.331 x Kg"
6421$7809611709851$Alitas trutro de pollo Super Pollo congelado 800 g$Trutro ala de pollo con piel marinado individualmente congelado, bolsa 10 a 11 u, 800 g. Producto sin gluten certificado por fundación convivir.$Super Pollo$5290$"$6.613 x Kg"
4571$7809611700636$Alitas de pollo Super Pollo sabor chileno 750 g$Alitas de pollo Super Pollo sabor chileno, 750 g. Producto sin gluten certificado por fundación convivir.$Super Pollo$4499$"$5.999 x Kg"
1524$2050001133267$Tapapecho vacuno Argentino al vacío 2.5 Kg$Tapapecho vacuno Argentino al vacío 2.5 Kg$ARGENTINA$20498$"$8.199 x Kg"
1522$94470$Posta negra vacuno Argentina al vacío 1.6 Kg$Posta negra vacuno Argentina al vacío 1.6 Kg$ARGENTINA$15998$"$9.999 x Kg"
1384$7808749501153$Filetillos de pollo Ariztía congelado 650 g$Filetillos de pollo Ariztía congelado, 650 g. Producto sin gluten certificado por fundación convivir.$Ariztia$4699$"$7.229 x Kg"
80261$2590336000006$Costillar de cerdo Cook and Fun criollo al vacío 1.5 Kg$Costillar de cerdo Cook and Fun criollo al vacío 1.5 Kg$COOK AND FUN$13050$"$8.700 x Kg"
80260$2590332000000$Costillar de cerdo Cook and Fun natural al vacío 1.5 Kg$Costillar de cerdo Cook and Fun natural al vacío 1.5 Kg$COOK AND FUN$13050$"$8.700 x Kg"
79717$7804671930177$Molida vegetal Vilay alternative 300 g$Molida vegetal hecha a base de plantas 0% colesterol$VILAY$7870$"$26.233 x Kg"
79394$2599708000002$Corde de cordero Patagonia congelado Kg$Corde de cordero Patagonia congelado Kg$Patagonia$7990$"$7.990 x Kg"
79287$7804662550087$Cubos de pollo Rupanco congelado 300 g$Cubos de pollo Rupanco congelado 300 g$RUPANCO$2490$"$8.300 x Kg"
78944$7809594300243$Chuletas de cordero Simunovic 600 g$Chuletas carne de cordero natural$Simunovic$9799$"$16.332 x Kg"
78853$2599292000006$Pollo sin marinar Toledo parrillero prov congelado envasado 1 Kg$Pollo sin marinar Toledo parrillero prov congelado envasado 1 Kg$Toledo$3290$"$3.290 x Kg"
78852$2599291000007$Pollo sin marinar Toledo parrillero ají congelado envasado 1 Kg$Pollo sin marinar Toledo parrillero ají congelado envasado 1 Kg$Toledo$3290$"$3.290 x Kg"
78597$99179$Asado americano vacuno Friboi Black al vacío 2.1 Kg$Asado americano vacuno Friboi Black al vacío 2.1 Kg$FRIBOI BLACK$18879$"$8.990 x Kg"
76733$7804649680738$Lomo atún steak Aqua Austral fresco al vacío 400 g$Lomo atún steak Aqua Austral fresco al vacío 400 g$AQUA AUSTRAL$6799$"$16.998 x Kg"
76725$7804649680561$Filete congrio dorado Happy fish fresco al vacío 400 g$Filete congrio dorado Happy fish fresco al vacío 400 g$HAPPY FISH$8999$"$22.498 x Kg"
76605$96267$Asado de tira vacuno Swift Beef criollo 0.9 Kg$Asado de tira vacuno Swift Beef criollo 0.9 Kg$SWIFT BEEF$15928.992000000002$"$17.699 x Kg"
75994$7809569601221$Lomo vetado ahumado Pacel 250 g$Lomo vetado ahumado Pacel 250 g$Pacel$4720$"$18.880 x Kg"
75143$2595170000007$Punta paleta vacuno Azul natural Beef premium al vacío 1.0 Kg$Punta paleta vacuno Azul natural Beef premium al vacío 1.0 Kg$AZUL NATURAL BEEF$11999$"$11.999 x Kg"
74942$2594580000003$Punta paleta vacuno Uruguaya al vacío 3.1 Kg$Punta paleta vacuno Uruguaya al vacío 3.1 Kg$URUGUAYA$29756.993000000002$"$9.599 x Kg"
74932$94566$Punta picana vacuno Azul Natural Beef premium al vacío 1.2 Kg$Punta picana vacuno Azul Natural Beef premium al vacío 1.2 Kg$AZUL NATURAL BEEF$15118.991999999998$"$12.599 x Kg"
35632$7809611707338$Contres Super Pollo bandeja 600 g$Contres Super Pollo, bandeja 600 g. Producto sin gluten certificado por fundación convivir.$Super Pollo$1799$"$2.998 x Kg"
1579$7809611710314$Filetitos de pollo Super Pollo bandeja 830 g$Filetitos de pollo Super Pollo, bandeja 830 g$Super Pollo$6699$"$8.071 x Kg"
76726$7804649680578$Filete merluza austral Happy fish fresco al vacío 400 g$Filete merluza austral Happy fish fresco al vacío 400 g$HAPPY FISH$5899$"$14.748 x Kg"
74932$94566$Punta picana vacuno Azul Natural Beef premium al vacío 1.2 Kg$Punta picana vacuno Azul Natural Beef premium al vacío 1.2 Kg$AZUL NATURAL BEEF$15118.991999999998$"$12.599 x Kg"
69399$2599071000005$Tapabarriga vacuno Bagual Negro al vacío 3.0 Kg$Tapabarriga vacuno Bagual Negro al vacío 3.0 Kg$BAGUAL NEGRO$39297$"$13.099 x Kg"
69398$2599070000006$Punta picana vacuno Bagual Negro al vacío 1.0 Kg$Punta picana vacuno Bagual Negro al vacío 1.0 Kg$BAGUAL NEGRO$15499$"$15.499 x Kg"
69397$2599069000000$Punta paleta vacuno Bagual Negro al vacío 1.9 Kg$Punta paleta vacuno Bagual Negro al vacío 1.9 Kg$BAGUAL NEGRO$26597.986$"$13.999 x Kg"
69395$2599067000002$Plateada vacuno Bagual Negro al vacío 3.4 Kg$Plateada vacuno Bagual Negro al vacío 3.4 Kg$BAGUAL NEGRO$41476.974$"$12.199 x Kg"
69392$2599061000008$Asiento vacuno Bagual Negro al vacío 1.9 Kg$Asiento vacuno Bagual Negro al vacío 1.9 Kg$BAGUAL NEGRO$33247.986$"$17.499 x Kg"
69391$2599064000005$Lomo liso vacuno Bagual Negro porcionado al vacío 2.1 Kg$Lomo liso vacuno Bagual Negro porcionado al vacío 2.1 Kg$BAGUAL NEGRO$43257.984000000004$"$20.599 x Kg"
69390$2599063000006$Filete vacuno Bagual Negro al vacío 2.3 Kg$Filete vacuno Bagual Negro al vacío 2.3 Kg$BAGUAL NEGRO$67847.999$"$29.499 x Kg"
66100$2524846000003$Conejo entero nacional al vacío 1.5 Kg$Conejo entero nacional, al vacío 1.5 Kg$Coinca$14848.994999999999$"$9.899 x Kg"
64347$96541$Punta picana vacuno Americana al vacío 1.9 Kg$Punta picana vacuno Americana al vacío 1.9 Kg$AMERICANA$23937.986$"$12.599 x Kg"
64290$7804644080502$Cordero Agromarin trozado 1 Kg$Cordero Agromarin trozado, 1 Kg$Agromarin$9199$"$9.199 x Kg"
63999$2590233000000$Trutro entero de pato Villa Germania congelado 1 Kg$Trutro entero de pato Villa Germania congelado, 1 Kg$Villa Germania$8999$"$8.999 x Kg"
63998$2590232000001$Media pechuga de pato Villa Germania congelado 1 Kg$Media pechuga de pato Villa Germania congelado, 1 Kg$Villa Germania$12999$"$12.999 x Kg"
63582$2596170000004$Porterhouse trozado vacuno (filete y lomo liso con hueso) premium al vacío 0.7 Kg$Porterhouse trozado vacuno (filete y lomo liso con hueso) premium al vacío 0.7 Kg$OSORNO$15888.998999999998$"$22.699 x Kg"
63581$2596169000008$Entrecot trozado vacuno (filete y lomo liso) premium al vacío  500 g$Entrecot trozado vacuno (filete y lomo liso) premium al vacío  500 g$OSORNO$10850$"$21.700 x Kg"
63580$2596168000009$Chuleta lomo liso vacuno envasado 0.7 Kg$Chuleta lomo liso vacuno envasado 0.7 Kg$OSORNO$15678.998999999998$"$22.399 x Kg"
63579$2596167000000$Tomahawk lomo vetado con hueso premium al vacío 1.0 Kg$Tomahawk lomo vetado con hueso premium al vacío 1.0 Kg$OSORNO$27999$"$27.999 x Kg"
63578$2596166000001$Chuleta lomo vetado vacuno envasado  600 g$Chuleta lomo vetado vacuno envasado  600 g$OSORNO$14398.998000000001$"$23.998 x Kg"
63501$2592778000002$Tomahawk lomo vetado con hueso Corte Criollo al vacío 1.2 Kg$Tomahawk lomo vetado con hueso Corte Criollo al vacío 1.2 Kg$Corte Criollo$47518.992000000006$"$39.599 x Kg"
63500$2592777000003$Teclas de lomo vetado vacuno Corte Criollo al vacío 1.7 Kg$Teclas de lomo vetado vacuno Corte Criollo, al vacío 1.7 Kg$Corte Criollo$44197.994$"$25.999 x Kg"
63498$2592695000000$Punta de picana vacuno Corte Criollo al vacío 0.7 Kg$Punta de picana vacuno Corte Criollo al vacío 0.7 Kg$Corte Criollo$15258.998999999998$"$21.799 x Kg"
63495$2592692000003$Pollo barriga vacuno Corte Criollo al vacío 1 Kg$Pollo barriga vacuno Corte Criollo, al vacío 1 Kg$Corte Criollo$19999$"$19.999 x Kg"
63494$2592691000004$Plateada vacuno Corte Criollo al vacío 2.9 Kg$Plateada vacuno Corte Criollo al vacío 2.9 Kg$Corte Criollo$51616.984$"$17.799 x Kg"
63493$2592690000005$Petit-porción asado carnicero vacuno Corte Criollo al vacío 0.6 Kg$Petit-porción asado carnicero vacuno Corte Criollo, al vacío 1 Kg$Corte Criollo$13198.998000000001$"$21.998 x Kg"
