SKU;Nombre;EAN;Precio por unidad;Precio internet;Marca
1062877;Jugo néctar naranja Botella  1 L;7803908006197;Precio x Lt : $2 150;2150;Guallarauco
967468;Jugo Natural Naranja  1 53 L;16300168340;Precio x L : $4.853;7280;Florida's Natural
1230717;Jugo De Naranja  2 L;7899916915002;Precio x Lt : $2 570;5140;Quillayes
1062879;Néctar mango Botella  1 L;7803908006173;Precio x Lt : $2 150;2150;Guallarauco
284481;Jugo de Manzana Botella  1 L;7802832101114;Precio x Lt : $3 710;3710;Afe
953479;Jugo Naranja Natural One  900 ml;7899916913244;Precio x L : $2.889;2600;Quillayes
965559;Jugo Néctar Naranja Premium Sin Azúcar Añadida  3 L;7804665250014;Precio x Lt : $2 563;7690;Ocle
849685;Jugo Mix Tropical de naranja  pulpa de mango  manzana clarificado y pulpa de maracuyá.  1 5 L;7899916906758;Precio x Lt : $2 593;3890;Lider
941866;Jugo Natural Naranja 0% Sin Azúcar Añadida  Caja 1 L;7803908005350;Precio x Un : $2 900;2900;Guallarauco
290527;Néctar Selección Frambuesa  1 L;7802810008589;Precio x Lt : $1 940;1940;Watts 
941862;Jugo Natural Mango Piña Naranja 0% Sin Azúcar Añadida  Caja 1 L;7803908005237;Precio x Un : $2 900;2900;Guallarauco
941860;Jugo Natural Mango 0% Sin Azúcar Añadida  Caja 1 L;7803908005213;Precio x Un : $2 900;2900;Guallarauco
996411;Jugo de Fruta Orgánico Manzana  1000 cc;07804658020327;Precio x L : $4.720;4720;Ama
303055;Néctar Selección Mango Maracuyá  1 L;7802810008602;Precio x Lt : $1 940;1940;Watts 
1126192;Jugo Sabor Naranja/Piña  1 75 L;7803908005718;Precio x Lt : $3 194;5590;Guallarauco
1126190;Jugo Sabor Naranja/Mango  1 75 L;7803908005725;Precio x Lt : $3 194;5590;Guallarauco
269364;Jugo de Pera Botella  1 L;7802832101213;Precio x Lt : $3 710;3710;Afe
284589;Jugo de Ciruela Botella  1 L;7802832000004;Precio x Lt : $3 710;3710;Afe
917148;Néctar Frugo Maracuyá  1 75 L;7802810010803;Precio x Lt : $897;1570;Frugo
292775;Jugo Natural Fresco Piña  1 L;7802810053121;Precio x L : $2.470;2470;Watts
1062875;Néctar limonada frambuesa 0% azúcar añadida Botella  1 L;7803908006203;Precio x Lt : $2 340;2340;Guallarauco
996413;Jugo de Fruta Orgánico Manzana Kiwi  1000 cc;07804658020341;Precio x L : $4.720;4720;Ama
370558;Néctar Selección Guayaba  1 L;7802810008572;Precio x Lt : $1 940;1940;Watts 
917146;Néctar Frugo Naranja  1 75 L;7802810010780;Precio x Lt : $897;1570;Frugo
965557;Jugo Néctar Frambuesa Sin Azúcar Añadida  3 L;7804665250007;Precio x L : $2.160;6480;Ocle
859548;Néctar Selección Frambuesa  1 75 L;7802810010292;Precio x Lt : $2 148;3760;Watts 
953485;Jugo Natural One Pink Lemonade  900 ml;7899916913305;Precio x L : $3.322;2990;Quillayes
1071157;Kombucha Arándano  500 ml;7804665370040;Precio x Lt : $6 380;3190;Kombuchacha
917142;Néctar Frugo Piña  1 75 L;7802810010766;Precio x Lt : $897;1570;Frugo
917140;Néctar Frugo Frutilla  1 75 L;7802810010759;Precio x Lt : $897;1570;Frugo
502250;Jugo Orgánico de Manzana  1 L;7802832000097;Precio x Lt : $4 730;4730;Afe
917150;Néctar Frugo Berries  1 75 L;7802810010797;Precio x Lt : $897;1570;Frugo
1010540;Néctar Selección Piña Coco  1 75 L;7802810011220;Precio x Lt : $2 148;3760;Watts 
1071159;Kombucha Cedrón  500 ml;7804665370019;Precio x Lt : $6 380;3190;Kombuchacha
1229919;Kombucha Original Orgánica 100% Viva  500 ml;7804665370002;Precio x Lt : $6 380;3190;Kombuchacha
1062873;Néctar limonada 0% azúcar añadida Botella  1 L;7803908006210;Precio x Lt : $2 340;2340;Guallarauco
1093604;Jugo Exprimido Uva Frutos Rojos  1.75 lt;7802810011305;Precio x L : $3.131;5480;Watts
996634;Jugo Prensado Green Hopper  1 L;742832368902;Precio x Lt : $3 390;4390;Green Beats
996632;Jugo Prensado Orange Pop  1 L;742832368919;Precio x Lt : $4 390;4390;Green Beats
924083;Jugo Veggies Natural One Lima  900 ml;7899916911905;Precio x Lt : $3 211;3400;Quillayes
5851;Jugo Natural Fresco Piña Light  1 L;7802810003263;Precio x L : $2.470;2470;Watts
1313715;Jugo De Naranja Con Pulpa  1 5 L;0779808568148;Precio x Lt : $3 020;4530;Citric
924087;Jugo Veggies Natural One Betarraga  900 ml;7899916911929;Precio x Lt : $3 211;3400;Quillayes
996417;Jugo de Fruta Orgánico Durazno  1000 cc;07804658020495;Precio x L : $4.720;4720;Ama
1232213;Kombucha Fruta Prensada En Frío Manzana Y Jengibre  475 ml;737186382766;Precio x L : $5.874;2790;Dr Kombu 
967476;Jugo Natural Limonada  1 53 L;16300165905;Precio x L : $4.853;7280;Florida's Natural
996636;Jugo natural hipsterbeat  1 L;74283236889;Precio x Lt : $3 390;4390;Green Beats
1313719;Jugo De Manzana  1 L;0779808568153;Precio x Lt : $3 590;3590;Citric
1232211;Kombucha Fruta Prensada En Frío Mix Berries  475 ml;737186382773;Precio x L : $5.874;2790;Dr Kombu
1096357;Jugo Good Limonada Jengibre  1450 ml;7804657920239;Precio x L : $2.966;4300;Livingjuice
1313717;Jugo De Naranja Con Pulpa  1 L;0779808568147;Precio x Lt : $3 590;3590;Citric
1096355;Jugo Good Aj Manzana  1450 ml;7804657920222;Precio x L : $3.441;4990;Livingjuice
967478;Jugo Natural Naranja Más Pulpa  1 53 L;16300151748;Precio x L : $4.267;6400;Florida's Natural
967474;Jugo Natural Pomelo Ruby Red  1 53 L;16300165691;Precio x L : $4.853;7280;Florida's Natural
965561;Jugo Néctar Mango Premium Sin Azúcar Añadida  3 L;7804665250021;Precio x L : $2.160;6480;Ocle
953483;Jugo Mango Blend Natural One  900 ml;7899916913282;Precio x L : $3.322;2990;Quillayes
859550;Néctar Selección Mango Maracuyá  1 75 L;7802810010308;Precio x Lt : $2 148;3760;Watts 
733688;Jugo De Manzana Verde 100% Puro  1000 ml;7802832000141;Precio x Lt : $3 710;3710;Afe
1281203;Jugo De Frutos Rojos  1 75 L;7803908007354;Precio x L : $2.590;2890;Guallarauco
1067258;Jugo de Manzana Naural One  900 ml;7899916906086;Precio x L : $3.211;2890;Quillayes
4569;Agua mineral con Gas Botella  1 6 L;7802820020953;Precio x Lt : $475;760;Vital
1058571;Nestlé Pure Life PET 2LT con gas  2000 cc;7801620007935;Precio x Lt : $395;790;Pure Life
5627;Agua mineral sin Gas Botella  1 6 L;7802820021950;Precio x Lt : $475;760;Vital
724016;Bebida De Fantasia De Aloe Vera Sabor Original  1 L;40000535193;Precio x Lt : $1 000;1690;Amane
4385;Agua Mineral Con Gas  1 6 L;7801620852955;Precio x Lt : $456;730;Cachantun
279551;Agua purificada con gas con Gas Botella  2 L;7802820441802;Precio x Lt : $425;850;Benedictino
5569;Agua Mineral Light Gas  1 6 L;7801620015855;Precio x Lt : $456;730;Cachantun
4387;Agua Mineral Natural sin Gas  1 6 L;7801620852962;Precio x Lt : $456;730;Cachantun
279543;Agua purificada sin gas sin Gas Botella  2 L;7802820441789;Precio x Lt : $425;850;Benedictino
1159674;Agua purificada con gas  3 L;7802820443356;Precio x Lt : $403;1210;Benedictino
716779;Bidon Agua Purificada Sin Gas  6 L;7804604727461;Precio x L : $233;1400;Lider
744181;Agua mineral con gas  1 5 L;7809595602315;Precio x Lt : $653;980;Puyehue
1054923;Agua Purificada con Gas  1 6 L;7804604728871;Precio x Lt : $412;660;Lider
310615;Agua Mineral El Olivo Con Gas  1 6 L;7804604720134;Precio x Lt : $437;700;Lider
744185;Agua mineral sin gas  1 5 L;7809595602322;Precio x Lt : $653;980;Puyehue
744177;Agua Mineral Light Gas Botella  1500 cc;7809595600045;Precio x Lt : $653;980;Puyehue
1038917;Agua Purificada Sin Gas  500 ml ;400007161603;Precio x Lt : $980;490;Great Value
308431;Agua Mineral El Olivo Light Gas  1 6 L;7804604723395;Precio x Lt : $437;700;Lider
1054921;Agua Purificada Sin Gas  1600 ml;7804604728888;Precio x Lt : $412;660;Lider
310627;Agua Mineral El Olivo Sin Gas  1 6 L;7804604720097;Precio x Lt : $437;700;Lider
1262499;Agua Purificada  200 ml;7802575226518;Precio x Lt : $1 450;290;Vivo
1058569;Nestlé Pure Life PET 2LT sin gas  2000 cc;7801620007942;Precio x Lt : $395;790;Pure Life
4385;Agua Mineral Con Gas  1 6 L;7801620852955;Precio x Lt : $456;730;Cachantun
4391;Agua Mineral Con Gas  Botella 500 cc;7801620015800;Precio x L : $1.200;600;Cachantun
5619;Agua mineral con Gas Botella  600 ml;7802820600100;Precio x L : $1.067;640;Vital
295699;Agua purificada sin gas sin Gas Botella  500 ml;7802820441000;Precio x Lt : $1 420;710;Benedictino
295713;Agua purificada con gas con Gas Botella  500 ml;7802820441123;Precio x Lt : $1 420;710;Benedictino
4389;Agua Mineral Sin Gas  Botella 500 cc;7801620015817;Precio x L : $1.200;600;Cachantun
464646;Agua sin Gas Sabor Manzana Botella  500 ml;7801620004873;Precio x L : $1.400;700;Cachantun
5623;Agua mineral sin Gas Botella  600 ml;7802820600209;Precio x L : $1.067;640;Vital
658877;Agua sin Gas Sabor Granada Botella  500 cc;7801620005856;Precio x Lt : $1 660;830;Cachantun
1262499;Agua Purificada  200 ml;7802575226518;Precio x Lt : $1 450;290;Vivo
279365;Agua Purificada Sin Gas Pure Life  Botella 500 cc;7801620003708;Precio x L : $1.300;740;Nestlé
331626;Agua Purificada Con Gas Pure Life  Botella 500 cc;7801620003715;Precio x Un : $740;740;Nestlé
1013606;Agua Mineral sin Gas  1 L;7801620005412;Precio x Lt : $1 040;1040;Cachantun
1056514;Agua saborizada sin gas manzana Botella  1 5 L;7802820452129;Precio x Lt : $633;950;Benedictino
1056516;Agua saborizada sin gas pera Botella  1 5 L;7802820452204;Precio x Lt : $633;950;Benedictino
1056512;Agua saborizada sin gas limonada jengibre Botella  1 5 L;7802820452280;Precio x Lt : $633;950;Benedictino
1056510;Agua saborizada sin gas pomelo menta Botella  1 5 L;7802820452365;Precio x Lt : $633;950;Benedictino
822842;Bebida De Fantasia De Aloe Vera Sabor Original Zero  1 L;40000590291;Precio x Lt : $1 000;1690;Amane
967230;Agua Aloe Vera Zero Frutos Rojos  1 L;400006751652;Precio x Lt : $1 000;1690;Amane
967228;Agua Aloe Vera Zero Papaya  1 L;400006751645;Precio x Lt : $1 000;1690;Amane
822848;Bebida De Fantasia De Aloe Vera Sabor Granada Zero  1 L;40000590294;Precio x Lt : $1 000;1690;Amane
724024;Bebida De Fantasia De Aloe Vera Sabor Mango  1 L;40000535197;Precio x Lt : $1 000;1690;Amane
724022;Bebida De Fantasia De Aloe Vera Sabor Granada  1 L;40000535196;Precio x Lt : $1 000;1690;Amane
724020;Bebida De Fantasia De Aloe Vera Sabor Durazno  1 L;40000535195;Precio x Lt : $1 000;1690;Amane
1201015;Agua Mas Sin Gas Sabor Pera  2 L;7801620009007;Precio x Lt : $500;1000;Mas
1201013;Agua Mas Sin Gas Sabor Manzana  2 L;7801620009014;Precio x Lt : $500;1000;Mas
833521;Agua Mas Sin Gas Sabor Manzana  None;7801620006624;Precio x Un : $1 020;1020;Mas
833519;Agua Mas Sin Gas Sabor Pera  1 6 l;7801620006655;Precio x Lt : $637;1020;Mas
833525;Agua Mas Sin Gas Sabor Granada  1 6 L;7801620006631;Precio x Lt : $637;1020;Mas
913867;Agua Mas Con Gas Sabor Citrus  1 6 L;7801620006600;Precio x Lt : $637;1020;Mas
1013052;Agua Mas Sin Gas Sabor Piña  1 6 l;7801620008338;Precio x Lt : $637;1020;Mas
984900;Agua saborizada 0% azúcar - sin gas limonada sin azúcar añadida Botella  1 6 L;7801610461020;Precio x L : $613;980;Aquarius
967584;Agua saborizada 0% azúcar - sin gas manzana sin azúcar añadida Botella  1 6 L;7801610461006;Precio x L : $613;980;Aquarius
967586;Agua saborizada 0% azúcar - sin gas pera sin azúcar añadida Botella  1 6 L;7801610461013;Precio x L : $613;980;Aquarius
1013054;Agua Mas Sin Gas Sabor Limonada  1 6 l;7801620008314;Precio x Lt : $637;1020;Mas
464644;Agua Mas Sin Gas Sabor Pera  500 ml;7801620004859;Precio x L : $1.460;730;Mas
874252;Bebida De Fantasia Con Pulpa De Coco Zero  1 L;40000621088;Precio x Lt : $2 190;2190;Amane
822850;Bebida De Fantasia De Aloe Vera Sabor Mango Zero  1 L;40000590295;Precio x Lt : $1 000;1690;Amane
910161;Bebida De Fantasia De Aloe Vera Sabor Sandia  1 L;40000642439;Precio x Lt : $1 000;1690;Amane
1251463;Agua Con Gas  1590 ml;7804658750255;Precio x Lt : $452;720;Agua Rizola
1137589;Agua Saborizada Balance  1600 ml;7801620008727;Precio x Lt : $743;1190;MAS Woman
1154724;Agua Con Fruta Mango Maracuyá Sin Azúcar Añadida  1000 ml;7803908006081;Precio x L : $1.220;1220;Guallarauco
874250;Bebida De Fantasia Con Pulpa De Coco  1 L;40000621087;Precio x Lt : $2 190;2190;Amane
1339336;Agua Sabor Manzana  500 ml;7802820452105;Precio x Lt : $1 380;690;Benedictino
1251459;Agua Gasificada Sabor Limon Rizola  1 5 L;7804658750279;Precio x Lt : $620;930;Agua Rizola
1154722;Agua De Fruta Pera Sin Azúcar Añadida  1000 ml;7803908006098;Precio x L : $1.220;1220;Guallarauco
965184;Agua purificada sin gas sin Gas Bidón  6.5 L;7802820650013;Precio x Lt : $238;1550;Benedictino
683914;Agua Purificada Sin Gas 6 L  6 L;7801620006044;Precio x Lt : $250;1500;Pura Vida
532131;Bidon Agua Mineral Sin Gas  Bidón 6 L;7801620005054;Precio x L : $267;1600;Cachantun
716779;Bidon Agua Purificada Sin Gas  6 L;7804604727461;Precio x L : $233;1400;Lider
909837;Hielo  1 kg;606110920193;Precio x Kg : $890;890;Lider
296677;Bolsa de Hielo  1 kg;7803610000001;Precio x Kg : $980;980;Rock
464768;Fideos Espirales  400 g;7803111001279;Precio x Kg : $1 800;720;Lider
464766;Fideos Corbatas Bolsa  400 g;7803111001293;Precio x Kg : $1 800;720;Lider
464762;Fideos Canutos  400 g;7803111001323;Precio x Kg : $1 800;720;Lider
464788;Fideos Mostacciolli Bolsa  400 g;7803111001255;Precio x Kg : $1 800;720;Lider
464770;Quífaros  400 g;7803111001224;Precio x Kg : $1 800;720;Lider
464782;Cabellitos  400 g;7803111001330;Precio x Kg : $1 800;720;Lider
542256;Fideo Pasta Coliseo Penne Rigate Speciale  400 g;7798031153729;Precio x Kg : $1.975;790;Coliseo
690938;Fideo Pasta Coliseo Farfalle Speciale  400 g;7804608220654;Precio x Kg : $1 975;790;Coliseo
464764;Caracol  400 g;7803111001316;Precio x Kg : $1 800;720;Lider
7793;Fideo Pasta Coliseo Spirali Speciale  400 g;7798031153736;Precio x L : $1.975;790;Coliseo
1013024;Fideo Pasta Coliseo Capelli D´Angelo Speciale  400 g;7804608222467;Precio x Kg : $2.475;990;Coliseo
3279;Fideos Espirales Bolsa  400 g;7802575002235;Precio x Kg : $2 550;1020;Carozzi
296751;Fideos Espirales 56 Bolsa  400 g;7802500001081;Precio x Kg : $2 300;920;Lucchetti
270370;Fideos Fusilli Bolsa  400 g;7802575201034;Precio x Kg : $2 500;1000;Trattoria
3275;Fideos Caracoquesos Caja  296 g;7802575000552;Precio x Kg : $4 898;1660;Carozzi
10690;Fideos Corbatitas Bolsa  400 g;7802575006233;Precio x Kg : $2 550;1020;Carozzi
2737;Fideos Cabellos de Ángel Bolsa  400 g;7802575001030;Precio x Kg : $2 550;1020;Carozzi
2689;Fideos Spirali con Huevos Frescos Bolsa  400 g;7802500008042;Precio x Kg : $2 475;990;Talliani
715313;Fideos Corbata 80 Bolsa  400 g;7802575006035;Precio x Kg : $2 550;1020;Carozzi
300415;Fideos Rigati con Huevos Frescos Bolsa  400 g;7802500008080;Precio x Kg : $2 475;990;Talliani
296803;Fideos Corbatas Bolsa  400 g;7802500003023;Precio x Kg : $2 300;920;Lucchetti
511838;Pasta Rigati Bolsa  400 g;7802575201089;Precio x Kg : $2 500;1000;Trattoria
296847;Fideos Canutos Bolsa  400 g;7802500001074;Precio x Kg : $2 300;920;Lucchetti
327548;Pasta de Trigos Dorados con Huevos Frescos y Sémolas Seleccionadas Bolsa  400 g;7802575203014;Precio x Kg : $2 500;1000;Trattoria
293933;Fideos Pasta Vitaminizada Quífaros Bolsa  400 g;7802575011336;Precio x Kg : $2 550;1020;Carozzi
299569;Fideos Cabellos de Ángel Bolsa  400 g;7802575001849;Precio x Kg : $2 550;1020;Carozzi
299501;Pasta Vitaminizada Mostaccioli Bolsa  400 g;7802575001832;Precio x Kg : $2 550;1020;Carozzi
11493;Fideos Espirales Trisabor Bolsa  400 g;7802500184579;Precio x Kg : $2 300;920;Lucchetti
300405;Fideos Farfalle con Huevos Frescos Bolsa  400 g;7802500008028;Precio x Kg : $2 475;990;Talliani
268340;Fideos Fusilli Tricolor Bolsa  400 g;7802575031051;Precio x Kg : $2 625;1050;Carozzi
296815;Fideos Quífaros Bolsa  400 g;7802500001050;Precio x Kg : $2 300;920;Lucchetti
761590;Gnocchi de Papa Bolsa  500 g;7802575201133;Precio x Kg : $6 500;3250;Trattoria
11495;Fideos Rigati Tres Vegetales Bolsa  400 g;7802500184494;Precio x Kg : $2 300;920;Lucchetti
299535;Pasta Vitaminizada Rigatoni Bolsa  400 g;7802575002037;Precio x Kg : $2 550;1020;Carozzi
270248;Fideos Capelli D'Angelo Bolsa  400 g;7802575201010;Precio x Kg : $2 500;1000;Trattoria
937434;Fideos Corbatas Integrales Bolsa  400 g;7802500222172;Precio x Kg : $2 375;950;Lucchetti
270536;Caracoles Trigos Dorados con Huevos Frescos y Sémolas  400 g;7802575201041;Precio x Kg : $2 225;890;Trattoria
293959;Fideo Granizo 73 Bolsa  250 g;7802575003843;Precio x Kg : $2 400;800;Carozzi
296721;Fideos Cabellitos con Huevos Frescos Bolsa  400 g;7802500008011;Precio x Kg : $2 475;990;Talliani
385036;Fideos Macaroni & Cheese Caja  296 g;7802500220703;Precio x Kg : $4 763;1410;Lucchetti
306271;Pasta Corbata 88 Bolsa  400 g;7802500221595;Precio x Kg : $2 300;920;Lucchetti
296775;Fideos Corbatitas 83 Bolsa  400 g;7802500003016;Precio x Kg : $2 300;920;Lucchetti
296729;Caracoles con Huevos Frescos Bolsa  400 g;7802500008073;Precio x Kg : $2 475;990;Talliani
126832;Pasta vitaminizada mascarroni Carozzi Paquete  400 g;7802575003188;Precio x Kg : $2 550;1020;Carozzi
117804;Fideos Corbatas Bolsa  1 Kg;7802575006103;Precio x Kg : $2 770;2770;Carozzi
882605;Gnocchi De Papas  500 g;7795711005200;Precio x Kg : $4 500;2250;Lider
294271;Fideos Caracoles bolsa  400 g;7802500184364;Precio x Kg : $2 300;920;Lucchetti
296971;Fideos Espirales Bolsa  1 Kg;7802500001135;Precio x Kg : $2 190;2190;Lucchetti
296707;Fideos Rigati Bolsa  400 g;7802500194462;Precio x Kg : $2 225;1050;Talliani
296761;Fideos Cabellitos Bolsa  400 g;7802500001029;Precio x Kg : $2 300;920;Lucchetti
296823;Fideos Mostacholi 42 Bolsa  400 g;7802500001067;Precio x Kg : $2 300;920;Lucchetti
385042;Fideos Caracoles al Queso Caja  296 g;7802500220734;Precio x Kg : $4 966;1470;Lucchetti
294441;Fideos Caracolitos Nº35 Bolsa  250 g;7802500182353;Precio x Kg : $2 760;690;Lucchetti
295803;Pasta Vitaminizada Mariposas Bolsa  250 g;7802575006455;Precio x Kg : $2 400;800;Carozzi
294427;Fideos Dedalitos 31 Bolsa  250 g;7802500182315;Precio x Kg : $2 640;660;Lucchetti
296831;Fideos Mariposa 81 Bolsa  250 g;7802500002026;Precio x Kg : $2 760;690;Lucchetti
622815;Penne Rigate Caja  500 g;8076802085738;Precio x Kg : $4 580;2730;Barilla
598052;Pasta Caracoquesos con Salsa Sabor Pizza Caja  296 g;7802575015075;Precio x Kg : $5 608;1660;Carozzi
268316;Fideos Corbatas Tricolor Bolsa  400 g;7802575015303;Precio x Kg : $3 225;1290;Carozzi
622813;Fusilli Caja  500 g;8076802085981;Precio x Kg : $4 580;2730;Barilla
1126264;Rigati 48  400 G;7802500184487;Precio x Kg : $2 300;920;Lucchetti
293589;Fideos Cabellos de Ángel Bolsa  400 g;7802500000015;Precio x Kg : $2 300;920;Lucchetti
821912;Conchigliette al Huevo Bolsa  250 g;7802500220086;Precio x Kg : $3.320;830;Talliani
1002058;Gnocchi de Papa  500 g;8008375019469;Precio x Kg : $5 700;2850;Emilia
304211;Fideos Rigati Tricolor  400 g;7802575015297;Precio x Kg : $3 225;1290;Carozzi
1104129;Insalata  250 g;7802575015389;Precio x Kg : $5 400;1350;Carozzi
623527;Pastas Farfalle Caja  500 g;8076808060654;Precio x Kg : $4 580;2730;Barilla
821910;Anellini al Huevo Bolsa  250 g;7802500220093;Precio x Kg : $3.600;900;Talliani
1036847;Fideos Fusilli de Garbanzos  250 g;7798317790020;Precio x Kg : $12 200;3050;Makarona
336504;Fideos Penne Ziti Rigati 27 Bolsa  500 g;8005121000276;Precio x Kg : $3 920;1960;Divella
1036849;Fideos Fusilli de Lentejas  250 g;7798317790051;Precio x Kg : $12 240;3060;Makarona
1036845;Fideos Fusilli de Arvejas  250 g;7798317790013;Precio x Kg : $12 360;3090;Makarona
1036843;Fideos Fusilli de Porotos Negros  250 g;7798317790068;Precio x Kg : $12 040;3010;Makarona
1061145;Pasta Fresca Gnocchi Papa  400 gr;858914003149;Precio x Kg : $9 975;3990;Mamma emma
336878;Fideos Gnocchi di Patate Bolsa  500 g;8005121216011;Precio x Kg : $6 780;3390;Divella
1100681;Pasta Fusilli Garbanzo Alga  227 g;78171879155;Precio x Kg : $8 149;2290;Nün
1100683;Pasta Fusilli Lenteja Alga  227 g;78115975808;Precio x Kg : $8 149;2290;Nün
1100685;Pasta Penne Rigate Quinoa Alga  227 g;78171879152;Precio x Kg : $8 149;2290;Nün
1061151;Pasta Fresca Gnocchi Ricotta Espinaca  350 gr;858914003309;Precio x Kg : $15 285;5350;Mamma emma
505266;Fideos Penne Rigate De Cecco  500 g;8001250120410;Precio x Kg : $5.380;2690;De Cecco
1064779;Fideos Farfalle Medie De Cecco  500 g;8001250121936;Precio x Kg : $5 380;2690;De Cecco
1064781;Fideos Fusilli De Cecco  500 g;8001250120342;Precio x Kg : $5 380;2690;De Cecco
1358499;Caracolitos  400 g;7804651400157;Precio x Kg : $2 350;940;La Romana
1358497;Caracoles  400 g;7804651400140;Precio x Kg : $2 350;940;La Romana
1358495;Quifaros  400 g;7804651400133;Precio x Kg : $2 350;940;La Romana
1358489;Rigatti  400 g;7804651400102;Precio x Kg : $2 350;940;La Romana
1358487;Espirales  400 g;7804651400096;Precio x Kg : $2 350;940;La Romana
1061147;Pasta Fresca Gnocchi Papa Zapallo  400 gr;858914003163;Precio x Kg : $13 475;5390;Mamma emma
576170;Spaghetti 5  400 g;7803111001866;Precio x Kg : $1 800;720;Lider
648806;Fideos Tallarines N° 77 Bolsa  400 g;7803111001903;Precio x Kg : $1 800;720;Lider
690934;Fideos Pasta Fettuccine Speciale  400 g;7798031153712;Precio x Kg : $1.725;690;Coliseo
690932;Fideos Pasta Spaghetti Speciale  400 g;7798031153705;Precio x L : $1.975;790;Coliseo
549479;Pack 3 Spaghetti + 1 Salsa de Tomates Pomarola;7802575016720;Precio x Un : $3 350;3350;Carozzi
2685;Fideos Spaghetti 5 con Huevos Frescos Bolsa  400 g;7802500007021;Precio x Kg : $2 475;990;Talliani
10703;Fideos Spaghetti 5 Bolsa  400 g;7802500000053;Precio x Kg : $2 300;920;Lucchetti
270334;Trigos Dorados Spaghetti 5 con Huevos Frescos Bolsa  400 g;7802575204035;Precio x Kg : $2 500;1000;Trattoria
296907;Fideos Tallarines 77 Bolsa  400 g;7802500000039;Precio x Kg : $2 300;920;Lucchetti
270572;Fideos Fettucine 88 Bolsa  400 g;7802575204110;Precio x Kg : $2 500;1000;Trattoria
2717;Pasta Vitaminizada Tallarín 87 Bolsa  400 g;7802575004635;Precio x Kg : $2 550;1020;Carozzi
270294;Spaghetti 87 con Huevos Frescos y Sémolas Bolsa  400 g;7802575204042;Precio x Kg : $2 500;1000;Trattoria
11491;Fideos Tallarines 77 con Huevos Frescos Bolsa  400 g;7802500007038;Precio x Kg : $2 475;990;Talliani
442570;Fideos Spaghetti 5 Bolsa  1 Kg;7802575004413;Precio x Kg : $2 190;2770;Carozzi
299553;Pasta Vitaminizada Fetuccine 88 Bolsa  400 g;7802575004833;Precio x Kg : $2 550;1020;Carozzi
300441;Fideos Tallarines 78 con Huevos Frescos Bolsa  400 g;7802500007045;Precio x Kg : $2 475;990;Talliani
293597;Fideos Tallarines 78 Bolsa  400 g;7802500000046;Precio x Kg : $2 300;920;Lucchetti
268242;Pack 3 Spaghetti N°5 + Salsa de Tomates;7802500050676;Precio x Un : $3 150;3150;Lucchetti
1026867;Pastas de Arroz  250 g;7802575201232;Precio x Kg : $9 200;2300;Trattoria
296863;Fideos Spaghetti 5 Bolsa  1 Kg;7802500000060;Precio x Kg : $2 250;2250;Lucchetti
2753;Fideos Nidos de Fetuccini con Huevos Frescos Bolsa  400 g;7802500008103;Precio x Kg : $4 375;1750;Talliani
442572;Pasta Vitaminizada Tallarín 87 Bolsa  1 Kg;7802575004611;Precio x Kg : $2 000;2770;Carozzi
622821;Spaghetti N°5 Caja  500 g;8076800195057;Precio x Kg : $3 580;2150;Barilla
835547;Spaghetti Sin Gluten  250 g;7802575134516;Precio x Kg : $8.200;2050;Vivo
953083;Pasta Fresca Fetuccini  300 g;8001665706926;Precio x Kg : $10.166;3050;Rana
275472;Pasta con Espinaca Tallarines 87 Bolsa  400 g;7802575034014;Precio x Kg : $3 225;1290;Carozzi
11497;Fideos Spaghetti 5 Bolsa  400 g;7802500002354;Precio x Kg : $2 300;920;Lucchetti
883478;Nidos de Fettuccini  400 g;7802575201218;Precio x Kg : $4 725;1890;Trattoria
268212;Spaghetti Tomate Clásica y Espinaca Tricolor 5  400 g;7802575034038;Precio x Kg : $3 225;1290;Carozzi
622817;Spaghetti N°7 Caja  500 g;8076808150072;Precio x Kg : $4 300;2150;Barilla
622819;Spaghetti N°3  500 g;8076800195033;Precio x Kg : $4 300;2150;Barilla
883480;Nidos de Fettuccini Bicolor  380 g;7802575201201;Precio x Kg : $4 973;1890;Trattoria
883910;Spaghetti 8  500 g;8005121001082;Precio x Kg : $3.980;1990;Divella
883912;Linguine 14  500 g;8005121001143;Precio x Kg : $4 180;2090;Divella
1064783;Fideos Spaghettoni Cuadrati De Cecco  500 g;8001250004840;Precio x Kg : $5 700;2850;De Cecco
459020;Fideos Linguine De Cecco  500 g;8001250120076;Precio x Kg : $5.380;2690;De Cecco
1126266;Spaghetti 3 Sabores  400 G;7802500000138;Precio x Kg : $2 225;1050;Lucchetti
453564;Fideos Spaghetti De Cecco  500 g;8001250120120;Precio x Kg : $5.380;2690;De Cecco
1358493;Spaghetti  400 g;7804651400126;Precio x Kg : $2 350;940;La Romana
1358491;Tallarin  400 g;7804651400119;Precio x Kg : $2 350;940;La Romana
1218386;Spaghetti N°5 Sin Gluten  400 g;7802500000183;Precio x Kg : $5 175;2070;Lucchetti
998830;Fideo Spaghetti Integral  400 g;7802575015600;Precio x Kg : $2 800;1120;Carozzi
684270;Pasta Multigrano Rigati Bicolor Bolsa  350 g;7802575015488;Precio x Kg : $2.571;900;Vivo
998832;Fideo Fusilli Integral  400 g;7802575015617;Precio x Kg : $2 800;1120;Carozzi
