SKU;Nombre;EAN;Precio por unidad;Precio internet;Marca
1250903;Quiche Lorraine  800 gr;7804678470096;Precio x Kg : $16.117;13490;Fork
1250901;Quiche De Pollo Champiñón Cebolla  800 g;7804678470089;Precio x Kg : $16 862;13490;Fork
306355;Empanada de Pino  1 Un;2507505000002;Precio x Un : $1 120;1120;Lider
907982;Pizza Jamón Queso Individual  230 g;7801930015088;Precio x Kg : $8 652;2390;PF Listo
907980;Pizza Pepperoni Individual  230 g;7801930015101;Precio x Kg : $10 391;2390;PF Listo
1067328;Pack 2 Chaparrita Queso  2 Un;7802636003034;Precio x Un : $875;1890;Lider
901619;Pack Empanada Hoja Jamón Queso  240 g;7802636002594;Precio x Kg : $8 708;2090;Lider
907984;Pizza Vegetariana Individual  230 g;7801930015606;Precio x Kg : $10 391;2390;PF Listo
306143;Empanada Horno Pino  1 Un;2507504000003;0;1890;Selección
308831;Chaparrita Queso  1 Un;2507536000002;0;1090;Lider
308789;Empanada Hoja Queso  1 Un;2507516000008;0;1090;Lider
4735;Sándwich Miga Jamón Queso  140 g;7808744500878;Precio x Kg : $18 964;2655;Daily Fresh
1250897;Pack Empanaditas Chupe De Camarón  6 Un;7804678470065;Precio x Un : $1 049;6290;Fork
4729;Sandwich Ave Mayo  175 g;7808744500311;Precio x Kg : $13 085;2290;Daily Fresh
287035;Sandwich miga Ave Pimentón  121 g;7808744500571;Precio x Kg : $20.247;2450;Daily Fresh
1187080;Empanada Mía  1 un;2532732000006;0;2450;La Empanada Mía
1187076;Empanada Camarón Queso  1 un;2532730000008;0;2450;La Empanada Mía
1187074;Empanada Mechada Queso  1 un;2532729000002;0;2450;La Empanada Mía
1187072;Empanada Napolitana  1 un;2532728000003;0;1990;La Empanada Mía
1187070;Empanada Pino Carne Picada  1 un;2532727000004;0;2290;La Empanada Mía
1171111;Wraps de Pollo  200 g;7804097002328;Precio x Kg : $22 450;4490;Genial
1171109;Wraps de Carne  200 g;7804097002335;Precio x Kg : $22 450;4490;Genial
1160549;Sandwich Mechada Queso  190 g;7804625092401;Precio x Kg : $12.053;2290;Fresco
1160547;Sandwich Miga Pavo Pesto  190 g;7804625092449;Precio x Kg : $13 421;2550;Fresco
329300;Ensalada Cesar  300 gr;7809530600420;Precio x Kg : $10 500;3150;Ensalada
335502;Ensalada Sureña Bandeja  400 g;7804097000966;Precio x Kg : $10 225;4090;Genial
953071;Ensalada Gran Cesar  380 gr;7804097002007;Precio x Kg : $11 815;4490;Genial
953069;Ensalada del Huerto  380 gr;7804097001994;Precio x Kg : $10 763;4090;Genial
884595;Ensalada De Camaron  300 g;7804097001772;Precio x Kg : $16 633;4990;Genial
329374;Ensalada Italiana  400 gr;7809530600437;Precio x Kg : $7 875;3150;Ensalada
674380;Plato Listo Carbonada Caja  380 g;7801305004563;Precio x Kg : $5 815;2210;Wasil
1159088;Pastel Choclo  330 g;7801930021775;Precio x Kg : $9 060;3590;PF Listo
706709;Plato Listo Tomaticán Caja  380 g;7801305004648;Precio x Kg : $5 815;2210;Wasil
1159080;Pastel De Papas  330 g;7801930022260;Precio x Kg : $9 060;3590;PF Listo
901601;Pastel de Choclo  380 gr;7804097001789;Precio x Kg : $9 184;3490;Genial
629320;Porotos Granados con Mazamorra  380 g;7804097001468;Precio x Kg : $8.657;3290;Genial
745476;Plato Listo Crema de Tomate Caja  380 g;7801305004884;Precio x Kg : $4 973;1890;Wasil
927633;Humita Al Vacio X2  320 gr;7804637470280;Precio x Kg : $7 781;2490;Fernandez
857327;Carne Mechada con Arroz  380 gr;7804097001666;Precio x Kg : $9 447;3590;Genial
1097893;Pastel de Choclo  390 g;780465953428;Precio x Kg : $12.282;4790;Your Fresh Market
1097889;Ají de Gallina con Arroz  350 g;780465953430;Precio x Kg : $10.828;3790;Your Fresh Market
1094195;Lomo Saltado Con Arroz  380 g;7804097002236;Precio x Kg : $9.184;3490;Genial
1097897;Pastel de Papas  390 g;780465953427;Precio x Kg : $9 717;3790;Your Fresh Market
1159084;Charquican  300 g;7801930022468;Precio x Kg : $11 966;3590;PF Listo
1094193;Aji De Gallina Con Arroz  380 g;7804097002199;Precio x Kg : $9 447;3590;Genial
1097891;Carne Mechada Con Puré  350 g;780465953431;Precio x Kg : $17 114;5990;Your Fresh Market
1159082;Espirales  300 g;7801930022246;Precio x Kg : $10 300;3090;PF Listo
1159078;Porotos Estilo Casero  330 g;7801930022123;Precio x Kg : $10 151;3350;PF Listo
1159076;Lentejas Estilo Casero  330 g;7801930022109;Precio x Kg : $10 575;3490;PF Listo
1142203;Cremas Naturales Zapallo  Zuchinni Y Puerro 330 g c/u  990 g;3507845678946;Precio x Kg : $5 343;5290;Fro Zen
1097909;Pollo Pimentón con Crema Pastelera  350 g;780465953434;Precio x Kg : $14 257;4990;Your Fresh Market
1142201;Curry Verde  360 g;3507845678922;Precio x Kg : $17 555;6320;Fro Zen
1097901;Guiso Atomatado de Vegetales con Arroz al Curry  350 g;780465953426;Precio x Kg : $8 828;3090;Your Fresh Market
1142205;Cerdo BBQ  340 g;3507867896786;Precio x Kg : $15 558;5290;Fro Zen
1250913;Quiche De Salmón Espinaca  800 gr;7804678470126;Precio x Kg : $16 862;13490;Fork
1250907;Quiche De Champiñones  800 gr;7804678470119;Precio x Kg : $16 862;13490;Fork
4611;Postre Almendrado Carte D'Or  1 L;7802705618398;Precio x Lt : $3 950;4390;Bresler
1250909;Tiramisú  850 gr;7804678470133;Precio x Kg : $16.459;13990;Fork
1250891;Suspiro Limeño  1 2 kg;7804678470034;Precio x Kg : $11 658;13990;Fork
1250889;Pie De Limón  750 g;7804678470027;Precio x Kg : $18 653;13990;Fork
1250887;Mousse De Manjar  740 gr;7804678470010;Precio x Kg : $18 905;13990;Fork
1250885;Tres Leches  900 gr;7804678470003;Precio x Kg : $15.544;13990;Fork
1075661;Dona Duns BonBom  4 Un;8424465455700;Precio x Un : $738;2950;Europastry
1018298;Suspiro Frambuesa  140 g;7804662140424;Precio x Kg : $25 357;3550;Cuk
1018300;Suspiro Limeño  140 g;7804662140721;Precio x Kg : $25 357;3550;Cuk
1018304;Mousse Chocolate Berries   120 g;7804662140585;Precio x Kg : $29 583;3550;Cuk
1018308;Mousse Manjar Chocolate  120 g;7804662140462;Precio x Kg : $29 083;3490;Cuk
1018306;Mousse Chocolate Blanco Maracuyá  120 g;7804662140479;Precio x Kg : $26 583;3190;Cuk
1250911;Tiramisú  110 gr;7804678470140;Precio x Kg : $26.273;2890;Fork
1250895;Pie De Limón  110 gr;7804678470058;Precio x Kg : $26.273;2890;Fork
1250893;Cuatro Leches  140 g;7804678470041;Precio x Kg : $21.785;3050;Fork
937970;Barra De Cereal Con Chispas Sabor Chocolate  120 g;7802000012785;Precio x Kg : $12 833;1540;Quaker
937968;Barra De Cereal Sabor Frutilla  120 g;7802000012761;Precio x Kg : $12 833;1540;Quaker
937972;Barra De Cereal Sabor Manzana  120 g;7802000012792;Precio x Kg : $12 833;1540;Quaker
825891;Barra De Cereal Chocolate Y Leche Caja  8 Un;7802215303104;Precio x Un : $187;1490;Costa
268034;Barra De Cereal Frutos Rojos + Yogurt Caja  8 Un;7802215303371;Precio x Un : $187;1490;Costa
848730;Barra De Cereal Sin Azúcar Sabor Chocolate (6 Un)  90 g;7804000001677;Precio x Kg : $22 111;1990;En Línea
2603;Barra De Cereal Frutas + Yogurt Caja  8 Un;7802215303272;Precio x Un : $187;1490;Costa
651637;Barra De Granola Avena Miel Caja  252 g;16000264601;Precio x Kg : $12 261;3630;Nature Valley
938264;Barra De Cereal Con Almendra Y Coco  120 g;7804000002056;Precio x Kg : $19 083;2290;En Línea
1026417;Barra Cereal Proteína Sabor Chocolate  1 Un;7804000002483;Precio x Un : $5 190;5190;En Línea
938262;Barra De Cereal Con Crema De Avellana  120 g;7804000002049;Precio x Kg : $19 083;2290;En Línea
848732;Barra De Cereal Sin Azúcar Sabor Manzana (6 Un)  90 g;7804000001691;Precio x Kg : $22 111;1990;En Línea
825932;Barra Protein Snack Rich Caramel (5 Un)  210 g;7804609252517;Precio x Kg : $29 333;6160;Your goal
830981;Barra De Proteína Con Caramelo  201 g;16000412699;Precio x Kg : $16 368;3850;Nature Valley
651635;Barra De Granola Almendras Tostadas Caja  252 g;16000289208;Precio x Kg : $12 261;3630;Nature Valley
1172453;Barra Natural Sabor Maqui Chia  5 Un;7804673910498;Precio x Un : $690;3450;Wild Soul
1026419;Barra Cereal Proteína Sabor Cranberry  1 Un;7804000002490;Precio x Un : $5 190;5190;En Línea
1172449;Barra 100% Natural Sabor Manzana Canela  5 Un;7804673910450;Precio x Un : $680;3400;Wild Soul
663578;Barra De Granola Dulce Y Maní Caja  210 g;16000277076;Precio x Kg : $14 523;3590;Nature Valley
861843;Barras De Cereal Con Futos Rojos (6 Barras De 23G C/U)  138 g;7802800132454;Precio x Kg : $16 304;2250;Livean
663574;Barras De Granola Crujientes De Avena Y Chocolate Negro  12 un;16000413146;Precio x Un : $275;3850;Nature Valley
992595;Barra Cocoa Delight (4 Un de 35g)  140 g;5060088701980;Precio x Kg : $21 785;3770;Nakd
861837;Barras De Cereal Con Maní Y Pasas (6 Barras De 23G C/U)  138 g;7802800132423;Precio x Kg : $16 304;2250;Livean
642826;Barra De Granola Fruta Y Nuez Caja  210 g;16000439801;Precio x Kg : $14 523;3590;Nature Valley
1024220;Barras De Cereal Frutos Secos  180 g;7802264000702;Precio x Kg : $11 388;2050;Ufirst
962968;Barra Protein Snack Banana Chips & Caramel (5 Un)  210 g;7804609252586;Precio x Kg : $29 333;6160;Your goal
992593;Barra Blueberry Muffin (4 Un de 35g)  35 g;5060088706534;Precio x Kg : $87 142;3770;Nakd
1024222;Barras De Cereal Multisemillas  180 g;7802264000719;Precio x Kg : $11 388;2050;Ufirst
824672;Barra De Cereal Chocolate (160 G C/U)  8 Un;7804658850160;Precio x Un : $148;1180;Lider
824670;Barras De Cereal Frutas+Yoghurt Con Trocitos De Durazno Y Manzana  160 g;7804658850153;Precio x Kg : $7 375;1180;Lider
1172451;Barra Natural Sabor Semillas Ancestrales  5 Un;7804673910481;Precio x Un : $690;3450;Wild Soul
1270856;Barras de Cereal Mango maracuyá 6 Un  30 g;7803908007286;Precio x Kg : $73 000;2590;Guallarauco
1270858;Barras de Cereal Arándano Maqui 6 Un  30 g;7803908007293;Precio x Kg : $73 000;2590;Guallarauco
861841;Barras de Cereal con Piña (6 Barras de 23g c/u)  138 g;7802800132447;Precio x Kg : $16 304;2250;Livean
1172455;Barra de cereal proteina Lemon Cheesecake (4 Barras)  240 g;7804609253170;Precio x Kg : $41 041;9850;Your Goal
864402;Barra De Cereal Naranja-Quinoa  120 g;7802264000665;Precio x Kg : $17 083;2050;Emilie
1088884;Barra De Proteina Protein Bite Black & White  330 g;7804609253330;Precio x Kg : $31 151;10280;Your Goal
1088882;Barra De Proteina Protein Bite Chocolate Crunch  360 g;7804609253163;Precio x Kg : $30 138;10850;Your Goal
651639;Barra De Granola Chocolate Y Frutos Secos Caja  210 g;16000407619;Precio x Kg : $14 523;3590;Nature Valley
1270854;Barras de Cereal Piña Naranja Zanahoria 6 Un  30 g;7803908007309;Precio x Kg : $73 000;2590;Guallarauco
1026423;Pack4 Cereales Proteína Sabor Chocolate  1 Un;7804000002445;Precio x Un : $2 790;2790;En Línea
1386089;Cerealbar Chips De Chocolate Promocional  126 g;7802215301599;Precio x Kg : $7 936;1000;Costa
1386087;Cerealbar Golden Promocional  108 g;7802215301605;Precio x Kg : $9 259;1000;Costa
1386085;Cerealbar Chocolate Promocional  108 g;7802215301520;Precio x Kg : $9 259;1000;Costa
1301211;Pack 4 Barras Veganas Sabor Peanut Delight  140 g;5060088705230;Precio x Kg : $21 785;3770;Nakd
126210;Cereal Milo 230G;7613287193896;Precio x Un : $1 000;1000;Milo
1085600;Cereal Miel Y Almendras  230 g;7613287193742;Precio x Kg : $4 347;1000;Fitness
1085602;Cereal Frutas  230 g;7613287193711;Precio x Kg : $4 347;1000;Fitness
1252539;Cereal Pillows Chocolate  200 g;7802420006982;Precio x Kg : $5 000;1590;Cola Cao
848728;Cereal Hojuelas De Maíz Endulzadas  20 g;7804000001752;Precio x Kg : $19.000;380;En Línea
1172175;Cereal Hersheys  80 g;7702103319333;Precio x Kg : $12 500;1490;Kellogg's
898084;Cereal  230 g;7613287193681;Precio x Kg : $4 347;1000;Fitness
1054745;Cereal Hojuelas Vivo Line Berries  200 g;7800120162366;Precio x Kg : $5 000;1000;Vivo
5187;Cereal Pillows Chocolate  400 g;7802635691218;Precio x Kg : $7 375;2950;Cola Cao
1015660;Avena Integral Instantanea  700 g;7802000014130;Precio x Kg : $2 628;1840;Quaker
914895;Cereal Sin Azúcar Añadida  720 g;7613287354150;Precio x Kg : $5 763;4150;Chocapic
5359;Cereal Mono Balls  400 g;7802215168895;Precio x Kg : $5 650;2260;Costa
825891;Barra De Cereal Chocolate Y Leche Caja  8 Un;7802215303104;Precio x Un : $187;1490;Costa
913552;Cereal  700 g;7613287354082;Precio x Kg : $6 128;4290;Milo
592913;Cereal Zucaritas  730 g;7793306993437;Precio x Kg : $8 602;6280;Kellogg's
2655;Cereal Zucaritas  480 g;7702103772282;Precio x Kg : $6 437;4160;Kellogg's
903783;Cereal Quadritos Avena Original  340 g;7802000014987;Precio x Kg : $9.117;3100;Quaker
295543;Cereal Mono Rolls  400 g;7802215168970;Precio x Kg : $5 650;2260;Costa
963465;Cereal De Maíz  480 g;7613287193650;Precio x Kg : $6 645;3190;Corn Flakes
770904;Granola Miel Y Almendras  342 g;7802000011313;Precio x Kg : $8 742;2990;Quaker
997493;Cereal Miel Y Almendras  330 g;7613036245739;Precio x Kg : $9 060;2990;Fitness
268034;Barra De Cereal Frutos Rojos + Yogurt Caja  8 Un;7802215303371;Precio x Un : $187;1490;Costa
283821;Cereal  460 g;7613030979647;Precio x Kg : $8 239;3790;Trix
268362;Cereal Maiz Inflado;7802220738533;Precio x Un : $2 150;2150;Natur
900987;Cereal  600 g;7613035651258;Precio x Kg : $6 650;3990;Fitness
834057;Cereal Vivo Check Cacao  360 g;7800120162236;Precio x Kg : $5 833;2630;Vivo
834065;Granola Miel Y Almendras  370 g;7800120163141;Precio x Kg : $5 540;2050;Vivo
939353;Cereal  700 g;7613287354013;Precio x Kg : $6 128;4290;Trix
1060993;Granola Crunchy Con 10Gr Proteina  350 g;781718976190;Precio x Kg : $13 571;4750;Wild Protein
571859;Cereal  300 g;7613287593436;Precio x Kg : $7.966;2390;Trix
1270000;Cereal Receta Original  700 g;8445290112163;Precio x Kg : $6 671;4670;Chocapic
279037;Cereal Mini Pillows Chocolate  400 g;7802635000508;Precio x Kg : $5 575;2810;Cola Cao
2603;Barra De Cereal Frutas + Yogurt Caja  8 Un;7802215303272;Precio x Un : $187;1490;Costa
834063;Granola Berries  370 g;7800120163134;Precio x Kg : $5 540;2050;Vivo
2707;Cereal  480 g;7613030983477;Precio x Kg : $7 270;3490;Milo
764989;Cereal Hojuelas de Chocolate sin Azúcar Caja  330 g;7804000001431;Precio x Kg : $7 515;2480;En Línea
1042053;Cereal Vainilla  360 g;7613039565827;Precio x Kg : $8 194;2950;Triton
962197;Cereal Mono Balls Rolls Blancos  720 g;7800120166586;Precio x Kg : $6 319;4550;Costa
707185;Cereal  500 g;7613035145795;Precio x Kg : $6 980;3490;Zucosos
905852;Cereal Vivo Good Chocolate Sin Azucar  330 g;7800120164421;Precio x Kg : $8 393;2770;Vivo
996630;Cereal Froot Loops  370 g;7702103772336;Precio x Kg : $10 945;4050;Kellogg's
268394;Cereal Trigo Inflado  300 g;7802220738526;Precio x Kg : $7 166;2150;Natur
659650;Cereal Choco Krispis  490 g;7501008002131;Precio x Kg : $7 448;4870;Kellogg's
592302;Cereal  300 g;7613287593283;Precio x Kg : $7.300;2190;Milo
760960;Cereal Bolitas de Chocolate sin Azúcar Caja  330 g;7804000001448;Precio x Kg : $7 515;2480;En Línea
526568;Cereal  350 g;7613287593467;Precio x Kg : $9 628;3370;Cheerios
651637;Barra De Granola Avena Miel Caja  252 g;16000264601;Precio x Kg : $12 261;3630;Nature Valley
1217892;Cereal Receta Original  330 g;7613287593481;Precio x Kg : $7 696;2540;Chocapic
331604;Cereal Arroz Inflado  300 g;7802220738540;Precio x Kg : $7 166;2150;Natur
659387;Cereal Corn Flakes  500 g;7896004004549;Precio x Kg : $8 980;4490;Kellogg's
280715;Cereal  570 g;7613030984634;Precio x Kg : $7 333;4180;Gold
834055;Cereal Vivo Check 3 Cereales  360 g;7800120162212;Precio x Kg : $5 833;2630;Vivo
822108;Cereal Hojuelas Vivo Line 0% Azúcar  350 g;7800120169204;Precio x Kg : $5 571;2390;Vivo
998256;Avena  Instantanea Multisemillas Con Arandanos  600 g;7802000015021;Precio x Kg : $3 883;2330;Quaker
845914;Avena Multisemillas Manzana Deshidratada y Pasas  630 g;7802000015014;Precio x Kg : $3.587;2260;Quaker
905891;Granola Avena  Miel & Almendras  380 g;7804658851075;Precio x Kg : $7 236;2750;Lider
962199;Cereal Mono Balls Rolls de Chocolate  720 g;7800120166579;Precio x Kg : $6 180;4450;Costa
1166793;Cereal Mono Crunch Rolls  360 g;7802215166969;Precio x Kg : $8 166;2940;Costa
834059;Cereal Vivo Check Sabor Yogurt  350 g;7800120162229;Precio x Kg : $6 000;2630;Vivo
968059;Cerealsin Azúcar Añadida  540 g;7613034648808;Precio x Kg : $6 796;3670;Chocapic
977785;Cereal Bolitas Sin Azucar Chocolate  300 g;7804000002100;Precio x Kg : $16 166;4850;En Línea
821792;Cereal  330 g;7613035652101;Precio x Kg : $9 060;2990;Fitness
905854;Cereal Vivo Good Frutal Sin Azucar  330 g;7800120164438;Precio x Kg : $8 393;2770;Vivo
938254;Cereal Crunchy Cacao  300 g;7613036550574;Precio x Kg : $9 966;2990;Fitness
887450;Cereal Argollas Frutales Sin Azucar  330 g;7804000001837;Precio x Kg : $7.212;2380;En Línea
822110;Cereal Hojuelas Vivo Line Berries  320 g;7800120169235;Precio x Kg : $5 968;2390;Vivo
830981;Barra De Proteína Con Caramelo  201 g;16000412699;Precio x Kg : $16 368;3850;Nature Valley
903781;Cereal Hearts De Avena  340 g;7802000012587;Precio x Kg : $8.794;2990;Quaker
707183;Cereal Trocitos  380 g;7613287593474;Precio x Kg : $7 868;2990;Chocapic
1089050;Cereales Quadritos Chocolate  320 g;7802000010484;Precio x Kg : $10 093;3230;Quaker
2739;Cereal Arroz Natur Bolsa  100 g;7802220650033;Precio x Kg : $10 000;1190;Natur
824674;Cereal Azucarados Caja  510 g;7804658850184;Precio x Kg : $6 254;3190;Lider
1103190;Cereal Marshmallow  300 g;761328735495;Precio x Kg : $9 466;2840;Trix
2743;Cereal Maiz Inflado  100 g;7802220650057;Precio x Kg : $10 000;1190;Natur
1103188;Cereal Chocolate  360 g;7613287415073;Precio x Kg : $8 194;2950;Triton
905893;Granola Avena  Pasas  Miel & Almendras  380 g;7804658851082;Precio x Kg : $5 263;2000;Lider
822106;Cereal Hojuelas Vivo Line Sabor Yogurt  350 g;7800120169242;Precio x Kg : $5 457;2390;Vivo
651635;Barra De Granola Almendras Tostadas Caja  252 g;16000289208;Precio x Kg : $12 261;3630;Nature Valley
824654;Vivo Check Cacao  30 g;7800120171061;Precio x Kg : $9 000;270;Vivo
997491;Cereal Frutas  330 g;7613036245708;Precio x Kg : $9 060;2990;Fitness
838202;Avena Instantanea 4 Semillas  700 g;7800120170101;Precio x Kg : $3 142;2200;Vivo
859630;Granola Chocolate  370 g;7800120163424;Precio x Kg : $6.351;2350;Selecta
628386;Cereal Choco Krispis  730 g;7501008067406;Precio x Kg : $7 739;5650;Kellogg's
1060717;Cereal Rellenitos Con Chocolate  440 g;7804658851495;Precio x Kg : $5 477;2410;Lider
1278197;Cereal Canela Chai  300 g;8445290143372;Precio x Kg : $9 966;2990;Fitness
145680;Cereal Pillows Chocolate Rellenos de Manjar  400 gr;7802635000430;Precio x Kg : $7 375;2950;Cola Cao
663578;Barra De Granola Dulce Y Maní Caja  210 g;16000277076;Precio x Kg : $14 523;3590;Nature Valley
861843;Barras De Cereal Con Futos Rojos (6 Barras De 23G C/U)  138 g;7802800132454;Precio x Kg : $16 304;2250;Livean
1175999;Cereal  470 g;7613030979494;Precio x Kg : $7 978;3750;Estrellitas
665329;Cereal Check 3 Cereales Bolsa  30 g;7800120164100;Precio x Kg : $9 000;270;Vivo
707553;Cereal Mono Balls Caja  18 g;7800120164162;Precio x Kg : $12 777;230;Costa
707555;Cereal Mono Rolls Caja  18 g;7800120164179;Precio x Kg : $12 777;230;Costa
663574;Barras De Granola Crujientes De Avena Y Chocolate Negro  12 un;16000413146;Precio x Un : $275;3850;Nature Valley
702337;Pack Snack Check Bolsa  7 Un;7800120171016;Precio x Un : $285;1990;Vivo
5871;Cereal  30 g;7501073427532;Precio x Kg : $15 000;450;Trix
770908;Granola Miel - Almendras - Pasas  342 g;7802000011320;Precio x Kg : $8 742;2990;Quaker
825341;Cuadritos de Avena  370 g;7804658850665;Precio x Kg : $7 702;2850;Lider
861837;Barras De Cereal Con Maní Y Pasas (6 Barras De 23G C/U)  138 g;7802800132423;Precio x Kg : $16 304;2250;Livean
707189;Cereal  350 g;7613035120297;Precio x Kg : $7.514;2630;Zucosos
642826;Barra De Granola Fruta Y Nuez Caja  210 g;16000439801;Precio x Kg : $14 523;3590;Nature Valley
1024220;Barras De Cereal Frutos Secos  180 g;7802264000702;Precio x Kg : $11 388;2050;Ufirst
699932;Cereal Muesli Cacao  800 g;7800120168917;Precio x Kg : $3 750;3000;Vivo
2757;Cereal Frutal  480 g;7802630001630;Precio x Kg : $7 895;3990;Lider
2747;Cereal Trigo Inflado  100 g;7802220650040;Precio x Kg : $10 000;1190;Natur
824658;Cereal Copos de Maíz  500 g;7804658850177;Precio x Kg : $4 500;2850;Lider
2695;Cereal Sachet   30 g;7613031291441;Precio x Un : $460;460;Chocapic
1024222;Barras De Cereal Multisemillas  180 g;7802264000719;Precio x Kg : $11 388;2050;Ufirst
962195;Cereal Sabor Chocolate Good  18 g;7800120171085;Precio x Kg : $10 500;270;Vivo
859632;Cereal Muesli Quinoa Y Berries  800 g;7800120163158;Precio x Kg : $3 750;3000;Vivo
1217896;Cereal Pillows Chocolate  30 g;7802635000591;Precio x Kg : $13 333;400;Cola Cao
824672;Barra De Cereal Chocolate (160 G C/U)  8 Un;7804658850160;Precio x Un : $148;1180;Lider
824650;Pack Snack Shot Check Cacao  210 g;7800120171047;Precio x Kg : $9 047;1900;Vivo
1172183;Cereal Zucaritas Manjar  480 g;7702103748607;Precio x Kg : $10 104;4850;Kellogg's
5873;Cereal  30 g;7613031291489;Precio x Kg : $16 000;480;Milo
743408;Cereal Hojuelas Sabor Chocolate  720 g;7802630003566;Precio x Kg : $4 152;2990;Lider
2683;Cereal Con Miel Atómico  500 g;7802630607566;Precio x Kg : $4 380;2820;Lider
838198;Granola Bajo En Grasa Cereal & Fruits  370 g;7800120163400;Precio x Kg : $6.351;2350;Selecta
997859;Cereal Froot Loops  22 gr;7702103772367;Precio x Kg : $27 272;600;Kellogg's
592312;Cereal  330 g;7613034232601;Precio x Kg : $8 939;2950;Estrellitas
1026344;Anillos & Marshmallows Cereal Con Malvaviscos Multicolores  330 g;7804658851433;Precio x Kg : $6 575;2170;Lider
383816;Cereal Corn Flakes Bolsa  250 g;8412170024250;Precio x Kg : $15 160;4450;Santiveri
1062871;Cereales Froot Loops Jumbo  340 g;7702103618566;Precio x Kg : $13 970;4750;Kellogg's
823263;Avena Instantanea Con Quinoa  600 g;7800120170071;Precio x Kg : $3 666;2200;Vivo
11489;Cereal  30 g;7613031291359;Precio x Kg : $15 333;460;Zucosos
1112889;Cereal Multigrano  230 g;7613287193957;Precio x Kg : $4 347;1000;Cheerios
824670;Barras De Cereal Frutas+Yoghurt Con Trocitos De Durazno Y Manzana  160 g;7804658850153;Precio x Kg : $7 375;1180;Lider
997861;Cereales Zucaritas  30 gr;7702103772350;Precio x Kg : $21 333;640;Kellogg's
1011403;Pack Snack Good Chocolate  126 g;7800120171108;Precio x Kg : $15 793;1990;Vivo
289047;Cereal de Quínoa Bolsa  400 g;7803520180039;Precio x Kg : $7 875;3890;Ecovida
906177;Cereal Fit Miel & Almendras  330 g;7804658851167;Precio x Kg : $8 333;2750;Lider
810416;Cereales cacao y miel sin gluten  250 g;8412170033993;Precio x Kg : $21 400;5350;Santiveri
1269500;Rollos de Canela  260 g;7702103282354;Precio x Kg : $13 115;3410;Kellogg's
861841;Barras de Cereal con Piña (6 Barras de 23g c/u)  138 g;7802800132447;Precio x Kg : $16 304;2250;Livean
289931;Cereal Zucaritas Chocolate  730 g;7702103772329;Precio x Kg : $8 068;5890;Kellogg's
906175;Cereal Fit Tradicional  630 g;7804658851150;Precio x Kg : $4 920;3100;Lider
1269502;Churros Sabor Canela  260 g;7702103531797;Precio x Kg : $13 115;3410;Kellogg's
1172461;Cereal Salvaje Granola Avena-Cacao & Vainilla  20 g;7804630010711;Precio x Kg : $22 500;450;Tika
3239;Cereal Sachet  30 g;7613031763856;Precio x Kg : $15 333;460;Estrellitas
651639;Barra De Granola Chocolate Y Frutos Secos Caja  210 g;16000407619;Precio x Kg : $14 523;3590;Nature Valley
1062885;Cereal Maiz Inflado Con Caramelo  85 g;7800120175762;Precio x Kg : $14 000;1190;Natur
1172459;Cereal Salvaje Granola Avena- Quinoa & Semillas  20 g;7804630010704;Precio x Kg : $22 500;450;Tika
282821;Cereal Sachet  30 g;7613031790135;Precio x Kg : $13 666;410;Fitness
630934;Cereal Sin Azúcar Añadida  350 g;7613287521507;Precio x Kg : $7 114;2490;Chocapic
1386101;Cereal  215 g  215 g;8445290516664;Precio x Kg : $4 651;1000;Trix
1386099;Cereal Sabor Chocolate 225 g  225 g;8445290516886;Precio x Kg : $4 444;1000;Chocapic
1386097;Cereal Sabor Chocolate  210 g  210 g;8445290516282;Precio x Kg : $4 761;1000;Chocapic
1386095;Cereal Froot Loops 90 g  90 g;7702103006462;Precio x Kg : $11 111;1000;Kelloggs
1386091;Cereal Zucaritas  115 g;7702103258731;Precio x Kg : $8 695;1000;Kelloggs
1386083;Mono Crunch Rolls Promocional 200 g  200 g;7802215166785;Precio x Kg : $5 000;1000;Costa
1325201;Cereal Hojuela De Proteína Vegano  300 g;7804000002926;Precio x Kg : $14 633;4390;En Línea
11483;Cereal Maíz Inflado Bolsa  20 g;7802220739363;Precio x Kg : $18 000;360;Natur
11485;Cereal Trigo Inflado Bolsa  20 g;7802220650002;Precio x Kg : $18 000;360;Natur
276612;Arroz  20 g;7802220650026;Precio x Kg : $18 000;360;Natur
268362;Cereal Maiz Inflado;7802220738533;Precio x Un : $2 150;2150;Natur
268394;Cereal Trigo Inflado  300 g;7802220738526;Precio x Kg : $7 166;2150;Natur
331604;Cereal Arroz Inflado  300 g;7802220738540;Precio x Kg : $7 166;2150;Natur
2739;Cereal Arroz Natur Bolsa  100 g;7802220650033;Precio x Kg : $10 000;1190;Natur
2743;Cereal Maiz Inflado  100 g;7802220650057;Precio x Kg : $10 000;1190;Natur
2747;Cereal Trigo Inflado  100 g;7802220650040;Precio x Kg : $10 000;1190;Natur
938266;Cereal Maiz Inflado Sin Azucar  300 g;7804000001851;Precio x Kg : $10 633;3190;En Línea
887452;Cereal Arroz Inflado Sin Azucar  300 g;7804000001868;Precio x Kg : $10.633;3190;En Línea
1045407;Cereal Inflado Maíz con Miel  300 g;7802630004433;Precio x Kg : $5 966;1790;Lider
1045405;Cereal Inflado Arroz con Miel  300 g;7802630004426;Precio x Kg : $5 966;1790;Lider
887454;Cereal Trigo Inflado Sin Azucar  300 g;7804000001875;Precio x Kg : $10.633;3190;En Línea
